Title;Description;Origine;Type;Genres;Thèmes;Scénariste;Dessinateur
22-26;Dans la continuité de 17-21, découvrez de nouvelles histoires courtes dessinées entre ses 22 et 26 ans par Tatsuki Fujimoto, l'auteur de Chainsaw Man.  Ambiance kafkaïenne, légèreté d'un quotidien glissant vers le surnaturel, exploration de la frontière entre sexualité et violence, fascination et répulsion... Ici, le style du mangaka s'affine pour composer des récits poignants où le drame menace d'éclater sur chaque planche. Autant de nouvelles dans lesquelles se devinent les prémices de chefs-d'œuvre à venir !;Japon - 2014;Anthologie;Action - Drame - Fantastique - Romance - School Life;Adolescence - Ecole - Gender Bender - Sirène;Fujimoto Tatsuki;Fujimoto Tatsuki
22/7 +α;Il s'agit d'un projet transmédia. Il s'agit d'une histoire parallèle à l'anime, non adaptée.  L'histoire suit Reika Satô, Jun Toda, Sakura Fujima, Akane Maruyama, Miyako Kôno, Nicole Saitô, Miu Takigawa et Ayaka Tachikawa qui sont des lycéennes, mais également des idols et forment le groupe 22/7 (ou Nanabun no Nijyuuni).;Japon - 2020;Shonen;School Life - Slice of Life;Ecole - Idols - Musique;;
23:00;Midori vient de commencer le lycée et ne s'intéresse pas aux garçons. Elle pense qu'ils sont tous comme son frère, Takeshi, qui est impoli et gâté. Sa façon de penser change lorsqu'un de ses camarades de classe est entraîné dans l'équipe de danse de rue dirigée par Takeshi et son meilleur ami, Sutou.  À première vue, Higa peut sembler être un gars simple et calme, mais quand la musique commence à jouer et que son corps commence à bouger, il se transforme en une personne complètement différente... Même Midori ne peut détourner les yeux de lui.;Japon - 2002;Shojo;Romance - School Life - Slice of Life;Amour - Danse - Sport;Matsumoto Tomo;Matsumoto Tomo
24 histoires d'un temps lointain;Leiji Matsumoto, après nous avoir fait rêver avec « Albator », le célèbre pirate de l'espace. Découvrez la genèse de l'univers Matsumoto, dans ce recueil de 24 histoires centré sur le thème du temps ! On y retrouve déjà toute la magie et la maestria de ce maître du manga !;Japon - 1975;Seinen;Aventure - Fantastique - Histoires courtes - Science-fiction;Aliens / Extra-terrestres - Espace - Voyage;Matsumoto Leiji;Matsumoto Leiji
24 Jikan Renai Chuu;Miki est une jeune lycéenne qui tombe souvent amoureuse dès qu'un garçon est gentil avec elle, de ce fait, elle se confesse rapidement ce qui lui vaut de se faire rejeter tout le temps. Alors à chaque fois, Miki se rend à la supérette à côté de chez elle pour manger un anman et raconter ses états-d'âmes à l'assistant du magasin, Azuma. Cependant, Miki voit bien que quelque chose change dans leur relation...;Japon - 2009;Shojo;Comédie - Romance - School Life;Amour - Ecole;Yamamoto Rie (mangaka);Yamamoto Rie (mangaka)
24-ku no Hanako-san;Il y a 7 ans, un étrange phénomène s'est produit. En effet, un espace unique est soudainement apparu à Tokyo, communément appelé le 24ème quartier. Ici, les lois de la réalité sont déformées et plusieurs personnes ont disparues. Désormais, cette zone est interdite. Kōsuke se rend souvent dans le 24ème quartier à la recherche de son petit frère disparu, Yusuke. Dans cette zone, Kōsuke croise Hanako, une fille de son école, cette dernière semble bien connaître la zone et le petit frère de Kōsuke, qu'est-ce que le 24ème quartier et qui est réellement Hanako ?;Japon - 2020;Seinen;Action - Drame - Mystère - School Life - Science-fiction - Surnaturel;;Yoshitomi Akihito;Yoshitomi Akihito
25 ans et lycéenne;L'histoire tourne autour de Hana Natori, une femme âgée de 25 ans à la recherche d'un emploi. Un beau jour, les parents de sa cousine lui demandent une faveur : remplacer leur fille au lycée. Cependant, cela n'a pas duré assez longtemps puisque dés le premier jour, le professeur d'histoire, Okito Kanie, le découvre. Bien qu'il lui semble familier, Hana se demande qui il est réellement...;Japon - 2016;Josei;Erotique - Mature - Romance - School Life;Ecole - Quotidien;Makana;Makana
25 histoires d'un monde en 4 dimensions;Toujours dans un environnement intersidéral, on y retrouve les thèmes chers à l'auteur et qui forment la base de toute son œuvre : la défense de la nature, la lutte pour la vie, l'ouverture aux autres, les failles de l'être humain ! On y retrouve déjà toute la magie et la maestria de ce maître du manga et permet de contempler l'évolution de son travail à travers le temps (et l'espace) !;Japon - 1977;Seinen;Action - Aventure - Drame - Fantastique - Histoires courtes - Historique - Science-fiction - Surnaturel;;Matsumoto Leiji;Matsumoto Leiji
25-ji no Ghost Writer;Higurashi Tsugumi a perdu ses parents et sa bonne dans un incendie alors qu'il était encore jeune. Il a maintenant 15 ans et est un nouvel écrivain prometteur. Cependant, il est atteint du syndrome de la page blanche depuis un an. Incapable d'écrire, il décide de retourner dans son ancienne maison familiale afin de s'inspirer, en se remémorant son passé heureux. À sa grande surprise, il est accueilli par une chose inattendue de son enfance ...;Japon - 2019;Seinen;Comédie - Drame - Romance - Surnaturel;Amour - Ecriture - Fantômes;Kajimoto Akari;Kajimoto Akari
25-ji no Vacances - Ichikawa Haruko Works Collection;Deuxième recueil de Haruko Ichikawa contenant trois histoires :  Vacation at 25 o'clock (25時のバカンス), où Nishi Otome, qui travaille pour le Deep Sea Biosphere Laboratory, retrouve son frère Kotaro après de longues vacances At Pandora (パンドラにて), un échange entre Nana et un étrange élève de première année d'une école située sur le satellite de saturne Month Funeral (月の葬式);Japon - 2011;Seinen;Drame - Histoires courtes - Mystère - Science-fiction - Slice of Life - Surnaturel;;Ichikawa Haruko;Ichikawa Haruko
27-Nenme no Cinderella - Arasa na noni Danshi Koukousei ni Propose Sareru nante;You est une employée de bureau de 27 ans qui vient de se faire larguer par son patron, Odagiri. Lorsqu'elle rentre chez elle, sa sœur lui demande de se faire passer pour une écolière et de participer à un blind date ! Elle ne peut pas dire non, alors elle se rend à la fête et rencontre Shuu, un lycéen aussi cool qu'un prince. Il est trop jeune pour elle, mais elle est la seule à se rendre compte de ses vrais sentiments...;Japon - 2020;Shojo;Comédie - Romance;Amour - Mensonges;Tsukimi Papiko;Tsukimi Papiko
27-sai - Atashi, Koi ga, Shitai.;Endô Asako a enfin obtenu tout ce qu'elle veut dans sa vie : une situation stable, un petit ami idéal et l'emploi de ses rêves : Être infirmière. Mais alors qu'il ne semblait plus rien manquer à son bonheur, voici que Hayashida Sô son ancien petit-ami réapparait...;Japon - 2013;Josei;Drame - Romance - Slice of Life;;Watanabe Shiho (mangaka);Watanabe Shiho (mangaka)
27-sai no Nyuugan Diary - Boku no Miki-chan ga Nyuugan ni natta Hanashi;27-sai no Nyuugan Diary est un manga auto-biographique dans lequel l'ex-idol Miki Yataka, membre du groupe japonais SKE48, raconte son combat contre le cancer du sein, qui lui a été diagnostiqué en 2017.;Japon - 2019;Seinen;Biographique - Drame - Slice of Life;Animaux - Faits réels - Maladie - Quotidien;Yakata Miki;Fuyukawa Tomoko
29 to JK;Eiji Yariba, un jeune homme de 29 ans aux yeux intimidants, passe son temps à jouer aux jeux vidéo, à lire des mangas et à se détendre dans des cybercafés. Un jour, le voilà qui tombe sur une lycéenne de 15 ans nommée Karen Minamisato, et finit par la réprimander. Mais il ne s'attendait pas à ce que cela attire cette dernière à lui ! Et pour couronner le tout, la petite sœur de notre héros encore au collège, une amie d'enfance qui s'avère être également son ex, ainsi que sa subordonnée s'intéressent également à lui ! Désormais obligé de jongler entre son travail et ses prétendantes, Eiji parviendra-t-il à retrouver ses jours paisibles ?;Japon - 2018;Shonen;Comédie - Ecchi - Romance - School Life - Slice of Life;Harem - Quotidien;Watanabe Itsuki;Katou Kakito
29-sai Dokushin wa Isekai de Jiyuu ni Ikita......katta.;Taishi est un jeune homme de 29 ans toujours célibataire. Un jour, il se réveille dans un autre monde. Alors qu'il souhaite recommencer sa vie et repartir de zéro, il se retrouve contraint d'épouser une femme. Et comme si ça ne suffisait pas, le royaume dans lequel il se trouve ne voit pas d'un bon œil la présence de Taishi.  Malgré toutes les difficultés qui vont se mettre en travers du chemin de Taishi, ce dernier est bien décidé à vivre.;Japon - 2018;Shonen;Action - Aventure - Comédie - Drame - Ecchi - Fantasy;Autre monde - Harem - Magie;Ryuto (scénariste);Oha Maiko
29-sai Hitorimi Chuuken Boukensha no Nichijou;Hajime Shinonome est un aventurier qui fait partie d'une guilde nommée la Silver Range. Un jour, alors qu'il part en mission pour récupérer de la viande de monstre, il fait la rencontre d'une jeune fille nommée Lily qu'il sauve de sa prison dans un donjon. Attendri par cette petite, qui lui rappelle l'histoire qu'il a lui-même vécu, il décide de la prendre sous son aile et de l'emmener dans son aventure.;Japon - 2016;Shonen;Aventure - Fantastique - Slice of Life;;Nara Ippei;Nara Ippei
2gether;Étudiant en première année d'université, Tine est un jeune homme plutôt charmant, il est sorti avec toutes sortes de filles. Lorsque Green, un camarade gay lui déclare ses sentiments et insiste pour sortir avec lui, Tine qui n'a aucun sentiment pour lui, élabore un plan et tente de persuader Sarawat, l'étudiant le plus populaire de l'université et guitariste introverti de jouer le rôle de son faux petit ami.;Japon, Thaïlande - 2020;Yaoi;Comédie - Drame - Romance;Amitié - Amour - Homosexualité;Okushima Hiromasa;Okushima Hiromasa
2gether The Series;Je m'appelle Tine et j'ai eu toutes sortes de copines avec qui ça n'a jamais marché. En rentrant à l'université quelqu'un m'a fait une déclaration, sauf que... c'est un homme !! Commence alors un plan pour trouver quelqu'un qui acceptera de jouer le rôle de mon faux petit ami. Mais ce n'est pas aussi facile que je le pensais. J'ai trouvé celui qui tiendrait parfaitement ce rôle sauf qu'il ne veut pas coopérer. Mais je n'abandonnerai pas !;Corée du Sud, Thaïlande - 2021;;Comédie - Drame - Romance;Amour - Ecole - Homosexualité;Noong;Noong
2nd love - Once upon a lie;Sumi, 28 ans, est amoureuse de Natsuki depuis dix ans sans jamais avoir osé lui avouer ses sentiments. Un jour, pour récompenser, le travail de ses employées, sa patronne ouvre une cantine d'entreprise plutôt originale : le service est assuré par de jeunes et beaux garçons... Sumi apprend que Satsuki, un membre du staff, n'est autre que le petit frère de son amour de jeunesse! Et lorsque Natsuki invite innocemment à son propre mariage une Sumi médusée, ce serveur impertinent lui fait une proposition pour le moins indécente...;Japon - 2010;Josei;Romance - Slice of Life;Gastronomie - Mariage;Hata Akimi;Hata Akimi
3 Grammes;Alors qu'elle n'a que vingt-six ans, Shin Ji Su (illustratrice connue notamment sous le pseudonyme Jisue Shin), inquiétée par son ventre qui semble anormalement gros, se rend chez son médecin. Là, elle apprend qu'elle souffre d'un cancer aux ovaires. Forcée à des traitements longs et douloureux, elle passe alors un séjour à l'hôpital de sa ville afin de se faire soigner...  Dans cette œuvre touchante, l'illustratrice raconte sans pudeur sa lutte contre la maladie et l'éloignement de ses proches.;Corée du Sud - 2011;Manhwa;Biographique - Drame - Slice of Life;Maladie - Société;Jisue Shin;Jisue Shin
3-byou, Sude ni Koi;Seulement 3 secondes sont suffisantes pour que l'amour naisse. Ena, une douce et innocente jeune fille, ne s'attendait pas à voir sa vie de lycéenne chamboulée par l'arrivée de son premier amour, soit son ex petit-ami Katashi. Elle qui pensait en avoir fini avec lui, après une rupture douloureuse, elle va vite se rendre compte qu'elle se leurrait. Mais certaines révélations font surface, ce qui pourrait rendre la tâche un peu plus difficile...;Japon - 2015;Shojo;Drame - Romance - School Life;Amour - Ecole;Tamura Kotoyu;Tamura Kotoyu
3-gatsu no Lion Shouwa Ibun - Shakunetsu no Jidai;3-gatsu no Lion Shouwa Ibun - Shakunetsu no Jidai est un spin-off de la série 3-gatsu no Lion (March comes in like a lion) de Chica Umino.  L'histoire se déroule au Japon durant l'ère Shōwa, plus précisément en 1969. On y suit le quotidien de Takanori Jingūji, alors âgé de 27 ans. À cette époque, il devient le président de l'Association de Shōgi mais également le grand maître que l'on connaît aujourd'hui.;Japon - 2015;Seinen;Drame - Historique - Slice of Life;Jeux - Tournois - Traditions;Umino Chica;Nishikawa Hideaki
3-Nenme no Full Name;Il y a trois ans, alors qu'Ayu était en troisième année de collège et membre du comité de l'école, elle écrivait chaque jour au tableau le nom de Takashi Isomura, un élève qui n'était pas venu à l'école depuis un an. Personne ne savait qui il était jusqu'à ce qu'il soit diplômé et oublié, mais il était toujours là dans le cœur d'Ayu.  Un jour, désormais en deuxième année de lycée, Ayu découvre qu'il y a un autre garçon nommé Takashi Isomura qui est en première année dans le même lycée qu'elle...;Japon - 1981;Shojo;Histoires courtes - Mystère - Romance;;Anzaki Morika;Anzaki Morika
3, rue des mystères et autres histoires;Fidèle à la culture populaire des yokai (esprits), l'auteur invite son lecteur à la découverte de ces créatures, enseignant par la même occasion que l'homme doit accepter sa destinée, avec pour lot de consolation que la mort est sans doute après la vie le plus beau cadeau que lui ont fait les dieux...  * 3, rue des Mystéres * La Porte de l'univers * L'Ambroisie féline * Moulin à yôkaï * Les Crânes de l'oubli * La Fille du dernier train * Monstres Machikomi;Japon;Seinen;Fantastique - Horreur;;Mizuki Shigeru;Mizuki Shigeru
3×3 EYES;Yakumo Fuji, un jeune lycéen reçoit un jour la visite d'une jeune Tibétaine du nom de Paï. Celle-ci lui apporte une lettre de son père, un ethnologue très connu : Hajimme Fuji, qui disparut au Tibet au cours d'une de ses missions, dans laquelle celui-ci explique que que la jeune fille est en fait une Sanjiyan Unkara, des êtres immortels possédant 3 yeux, et dont Paï serait la seule survivante et dont le souhait est de devenir humaine. Souhait qu'Hajime demande à son fils d'accomplir à sa place, celui-ci mourant ne pouvait accomplir. Si dans un premier temps Yakumo ne croit ni la lettre ni les affirmations de Paï, celui-ci changera d'avis suite à l'attaque de Takuhi, un oiseau géant à tête humaine qui le tuera. Mais Paï utilisera ses pouvoirs pour le sauver en le transformant en Wû : un gardien immortel des Sanjiyan Unkara. Ainsi commence un long voyage qui amènera les deux héros à travers le monde. Un trajet où se dresseront des ennemis de plus en plus forts.;Japon - 1988;Seinen;Aventure - Fantastique - Horreur;Démons - Nostalgie - Super pouvoirs;Takada Yuzo;Takada Yuzo
3×3 EYES - Genjuu no Mori no Sounansha;N/C;Japon - 2015;Seinen;Action - Aventure - Drame - Romance - Surnaturel;;Takada Yuzo;Takada Yuzo
3×3 EYES - Kiseki no Yami no Keiyakusha;Kiseki no Yami no Keiyakusha est la suite de Genjuu no Mori no Sounansha. L'histoire suit Pai et Yakumo, quinze années après la bataille avec Kaiyanwang.;Japon - 2016;Seinen;Action - Aventure - Fantasy;;Takada Yuzo;Takada Yuzo
30 Jours avec toi;Le plan d'Iro était simple. Faire semblant d'être un homme de service, effectuer la livraison et échanger quelques mots avec Re Ne, le mec dont il rêve. Mais quand Re Ne ivre le prend pour l'androïde qu'il a commandé, Iro décide de profiter de la situation. Tant qu'il continue à jouer son rôle, il vit avec l'homme de ses rêves! Mais que se passera-t-il quand Re Ne découvrira la vérité?;Corée du Sud - 2019;Manhwa;;Amour - Homosexualité;Kim Won Yi;Young Mo
30-sai made Doutei da to Mahou Tsukai ni narerurashii;Adachi a trente ans et vierge. Il a développé le pouvoir de lire les pensées des gens en les touchant. Après s'être frôlé à son très beau collègue, Adachi réalise que celui-ci a le béguin pour lui.;Japon - 2018;Shonen;Comédie - Fantasy - Romance - Shônen-aï - Slice of Life;;Toyota Yu;Toyota Yu
30-sai, Shoujo OL;À 30 ans, Hinako est encore vierge, et le vit mal. Cela au dû est fait qu'elle déteste les germes : elle a toujours été incapable d'embrasser ou même de tenir la main de ses précédents petits amis. Voir tous ses amis se marier et avancer dans la vie avec leur partenaire l'angoisse, et elle a peur de finir toute seule.  Mais c'est alors que Kai, un collègue bien plus jeune qu'elle, lui propose de l'aider en lui présentant son ami Machida, et organise un rendez-vous entre eux. Tout va-t-il se passer comme prévu ?;Japon - 2013;Josei;Erotique - Mature - Romance;Amour - Virginité;ruruko;ruruko
300 jours avec Toi;"En ce jour de printemps rempli de pétales de fleurs de cerisier, je l'ai rencontrée. Une fille solaire et pleine de vie. Mais lorsque j'ai pris sa main, un nombre troublant est apparu au-dessus de sa tête : ""300"". Voici notre histoire commune, au fil des jours qui défilent trop vite...";Japon - 2019;Seinen;Drame - Romance - Surnaturel;Amour - Mort;Kiritomo Masaki;Nagashii Kouhei
300-nen Fuuin Sareshi Jaryuu-chan to Tomodachi ni Narimashita;Un jour Youta, un jeune homme solitaire, désire un ami et se résout donc à en invoquer un. Sauf que devant lui apparait, sous la forme d'une jeune fille cornue et pourvue d'une queue reptilienne, la presque terrifiante Mumu, une dragonne maléfique et légendaire de 300 ans. La rencontre du jeune homme bienveillant et d'une dragonne en manque furieux d'affection va donner lieu à une comédie attendrissante pleine d'humour.;Japon - 2021;Shonen;Comédie - Fantasy - Slice of Life;Amitié - Dragons - Monster Girl - Quotidien;Yakitomato;Yakitomato
31-banme no Okisaki-sama;"Feria, la sœur cadette d'un seigneur féodal d'une région éloignée, est choisie pour être la 31e épouse du roi ... Etant donné que le roi rend visite aux candidates reine par l'ordre de leur nomination, elle ne peut le rencontrer que le 31 de chaque mois. ""Suis-je la reine des tirages malchanceux ou quoi?"" Elle se résigne à son sort et passe son temps à s'occuper des champs. Cependant, tombant amoureuse du roi lors de leur première rencontre, sa place en tant que 31e épouse devient le plus grand obstacle.";Japon - 2019;Shojo;Fantasy - Romance;;Momotomoe;Nanaki Tsubasa
333APP;Lorsque l'on tombe sur une application qui peut effacer l'existence d'autres personnes, comment va-t-elle être utilisée ?;Japon - 2019;Seinen;Horreur - Mystère - Surnaturel;;PONJEA;PONJEA
